battery_health,cpu,created_at,disks,full_charge_capacity,graphicscard,manufacturer,model,operatingsystem,ram_gb,serialnumber,systemsku,touchscreen
102.91,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-20T10:34:00,512GB,54030,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XY,Microsoft Windows 11 Home 10.0.26100,16,PW082X9F,LENOVO_MT_82XY_BU_idea_FM_IdeaPad Flex 5 16ABR8,Yes Detected
66.75,Intel(R) Core(TM) i7-10810U CPU @ 1.10GHz (6C/12T),2024-12-20T10:27:00,512GB,34025,Intel(R) UHD Graphics [1920x1080],Dell Inc.,Latitude 9510,Microsoft Windows 11 Pro 10.0.26100,16,F0NFBC3,09C6,Yes Detected
128.95,Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz (8C/16T),2024-12-20T10:23:00,1TB,121210,NVIDIA GeForce RTX 2080 Super with Max-Q Design [Not Active]; Intel(R) UHD Graphics [3840x2160],LENOVO,20USS0FT1C,Microsoft Windows 11 Pro 10.0.26100,32,PF36VR5D,LENOVO_MT_20US_BU_Think_FM_ThinkPad T15g Gen 1,Not Detected
76.42,Intel(R) Core(TM) i9-9880H CPU @ 2.30GHz (8C/16T),2024-12-20T10:15:00,1TB,61440,Intel(R) UHD Graphics 630 [3840x2160]; NVIDIA Quadro T2000 [Not Active],LENOVO,20QUS12A21,Microsoft Windows 11 Pro 10.0.26100,32,R90XGYLV,LENOVO_MT_20QU_BU_Think_FM_ThinkPad P1 Gen 2,Not Detected
101.02,13th Gen Intel(R) Core(TM) i5-1335U (10C/12T),2024-12-20T10:09:00,512GB,57180,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,82XF,Microsoft Windows 11 Home 10.0.26100,16,MP2N9CJ6,LENOVO_MT_82XF_BU_idea_FM_IdeaPad Slim 5 16IRL8,Yes Detected
69.94,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T17:47:00,256GB,41967,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,32,2ZPF5Y2,08E1,Not Detected
71.61,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T17:25:00,256GB,42970,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,3D8R3Z2,08E1,Not Detected
83.91,Intel(R) Core(TM) i9-9880H CPU @ 2.30GHz (8C/16T),2024-12-19T17:20:00,1TB,67460,Intel(R) UHD Graphics 630 [3840x2160]; NVIDIA Quadro T2000 [Not Active],LENOVO,20QU212A12,Microsoft Windows 11 Pro 10.0.26100,32,R90YFPQE,LENOVO_MT_20QU_BU_Think_FM_ThinkPad P1 Gen 2,Not Detected
82.75,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz (6C/12T),2024-12-19T17:14:00,1TB,66200,NVIDIA Quadro T2000 with Max-Q Design [Not Active]; Intel(R) UHD Graphics [1920x1080],LENOVO,20TH003DUS,Microsoft Windows 11 Pro 10.0.22631,32,R911GCB7,LENOVO_MT_20TH_BU_Think_FM_ThinkPad P1 Gen 3,Not Detected
66.75,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T17:13:00,256GB,40052,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,32,4KLT333,08E1,Not Detected
77.85,Intel(R) Core(TM) i7-9850H CPU @ 2.60GHz (6C/12T),2024-12-19T17:07:00,1TB,62590,Intel(R) UHD Graphics 630 [3840x2160]; NVIDIA Quadro T2000 [Not Active],LENOVO,20QUS2G31T,Microsoft Windows 11 Pro 10.0.26100,32,R90X80XE,LENOVO_MT_20QU_BU_Think_FM_ThinkPad P1 Gen 2,Not Detected
89.05,Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz (8C/16T),2024-12-19T16:55:00,1TB,71600,NVIDIA Quadro T2000 with Max-Q Design [Not Active]; Intel(R) UHD Graphics [3840x2160],LENOVO,20TJS20621,Microsoft Windows 11 Pro 10.0.22631,32,R9132JSW,LENOVO_MT_20TJ_BU_Think_FM_ThinkPad P1 Gen 3,Not Detected
98.96,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T16:50:00,256GB,54150,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,D6YG5Y2,08E1,Not Detected
99.83,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T16:46:00,256GB,54629,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,6RGNQ13,08E1,Not Detected
73.08,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T16:35:00,256GB,43852,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,32,JTKLK13,08E1,Not Detected
98.46,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T16:28:00,256GB,53876,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,D1Z0Q13,08E1,Not Detected
86.86,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-19T16:23:00,256GB,43820,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.22631,16,PF224Y10,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Not Detected
85.55,Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz (4C/8T),2024-12-19T15:57:00,512GB,47903,Intel(R) HD Graphics 530 [3840x2160]; NVIDIA Quadro M1000M [Not Active],Dell Inc.,Precision 5510,Microsoft Windows 11 Pro 10.0.22000,16,JL5LQC2,06E5,Yes Detected
99.07,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T15:46:00,256GB,54211,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,JN5DZY2,08E1,Not Detected
100,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T15:18:00,256GB,54720,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,D105YY2,08E1,Not Detected
78.63,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T15:13:00,256GB,47181,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,FC7WP13,08E1,Not Detected
88.74,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-19T15:07:00,256GB,44770,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.22631,16,PF224Y4Z,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Not Detected
99.12,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T14:51:00,256GB,54241,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,JZM6P13,08E1,Not Detected
99.47,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T14:26:00,256GB,54431,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,1HX4YY2,08E1,Not Detected
84.3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-19T14:02:00,256GB,42530,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.22631,16,PF2239LJ,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Not Detected
97.09,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-19T13:51:00,256GB,48980,Intel(R) UHD Graphics 620 [1366x768],LENOVO,20N2S3H600,Microsoft Windows 11 Pro 10.0.22631,16,PF23N99C,LENOVO_MT_20N2_BU_Think_FM_ThinkPad T490,Not Detected
99.98,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (4C/8T),2024-12-19T13:47:00,256GB,50490,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.22631,16,PF1428JF,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Not Detected
100,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-19T13:43:00,256GB,54720,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,3M3DZY2,08E1,Not Detected
88.93,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-19T12:31:00,512GB,50690,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20KGS8GB23,Microsoft Windows 11 Pro 10.0.22631,16,PF1GZJLG,LENOVO_MT_20KG_BU_Think_FM_ThinkPad X1 Carbon 6th,Yes Detected
94.57,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-19T12:19:00,512GB,48240,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GBGGV,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
89.75,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-19T12:13:00,512GB,45780,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2JXZMF,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
94.26,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-19T12:05:00,512GB,48080,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GC049,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
85.79,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2024-12-19T12:01:00,1TB,48900,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,20XW004AUS,Microsoft Windows 11 Pro 10.0.22631,16,PF2PLX20,LENOVO_MT_20XW_BU_Think_FM_ThinkPad X1 Carbon Gen 9,Not Detected
94.77,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-19T11:46:00,512GB,48340,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2JXMV3,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
88.82,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-19T11:41:00,256GB,44810,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.22631,16,PF224M3G,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Not Detected
88.49,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-19T11:37:00,512GB,45140,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GAKAM,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
84.38,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-19T11:18:00,256GB,42570,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.22631,16,PF2256Z9,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Not Detected
91.69,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-19T11:12:00,512GB,46770,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GBLLL,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
71.03,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-19T11:09:00,256GB,38400,Intel(R) UHD Graphics 620 [2560x1440],LENOVO,20LGS0955T,Microsoft Windows 10 Pro 10.0.19045,16,R90VR9HG,LENOVO_MT_20LG_BU_Think_FM_ThinkPad X1 Yoga 3rd,Yes Detected
88.41,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-19T10:47:00,512GB,45100,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2ZD4X8,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
93.51,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-19T09:49:00,476.94GB,47700,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2Y1YS1,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
86.98,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-18T15:52:00,476.94GB,44370,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2XWJFN,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
91.1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-18T15:36:00,476.94GB,46470,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2JXZKC,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
91.98,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-18T15:28:00,476.94GB,46920,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2ZD573,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
90.96,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-18T15:25:00,476.94GB,46400,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GDNDF,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
95.67,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-18T15:09:00,476.94GB,48800,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF3015RY,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
90.16,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-18T15:00:00,476.94GB,45990,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2XWTQW,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
97.29,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-18T14:51:00,476.94GB,49630,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2ZA6AB,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
89.85,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-18T13:43:00,476.94GB,45830,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GC02Q,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
69.94,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-18T11:41:00,238.47GB,37810,Intel(R) UHD Graphics 620 [2560x1440],LENOVO,20LGS0955T,Microsoft Windows 11 Pro 10.0.26100,16,R90T1BS2,LENOVO_MT_20LG_BU_Think_FM_ThinkPad X1 Yoga 3rd,Yes Detected
99.96,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-18T10:57:00,476.94GB,50990,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2JWGRP,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
64.98,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-18T10:54:00,238.47GB,35130,Microsoft Basic Display Adapter [2560x1440],LENOVO,20LGS0955T,Microsoft Windows 11 Pro 10.0.26100,16,R90T7FQ3,LENOVO_MT_20LG_BU_Think_FM_ThinkPad X1 Yoga 3rd,Yes Detected
96.43,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2024-12-18T10:50:00,476.94GB,48650,Intel(R) Iris(R) Xe Graphics [1920x1080],LENOVO,20W1SBGE00,Microsoft Windows 11 Pro 10.0.26100,16,PF419AXL,LENOVO_MT_20W1_BU_Think_FM_ThinkPad T14 Gen 2i,Not Detected
96.8,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-18T10:39:00,476.94GB,49380,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF22LSQG,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
92.53,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-18T10:00:00,476.94GB,47200,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2JWKPF,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
91.84,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2024-12-18T09:55:00,476.94GB,46840,Intel(R) Iris(R) Xe Graphics [1920x1080],LENOVO,20W1SCUC00,Microsoft Windows 11 Pro 10.0.26100,16,PF32SBK9,LENOVO_MT_20W1_BU_Think_FM_ThinkPad T14 Gen 2i,Not Detected
69.59,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-18T08:50:00,238.47GB,37620,Microsoft Basic Display Adapter [2560x1440],LENOVO,20LES3481E,Microsoft Windows 11 Pro 10.0.26100,16,R90T1BRE,LENOVO_MT_20LE_BU_Think_FM_ThinkPad X1 Yoga 3rd,Yes Detected
90.61,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T16:57:00,476.94GB,46220,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2XDEGP,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
91.12,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T16:48:00,476.94GB,46480,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2ZDAYW,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
77.66,Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz (2C/4T),2024-12-17T16:35:00,238.47GB,43490,Microsoft Basic Display Adapter [2560x1440],LENOVO,20JES2DN0H,Microsoft Windows 11 Pro 10.0.26100,16,R90QF4CJ,LENOVO_MT_20JE_BU_Think_FM_ThinkPad X1 Yoga 2nd,Yes Detected
95.82,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T16:33:00,476.94GB,48880,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2ZBV2Q,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
93.97,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2024-12-17T16:12:00,476.94GB,47410,Intel(R) Iris(R) Xe Graphics [1920x1080],LENOVO,20W1SBGE00,Microsoft Windows 11 Pro 10.0.26100,16,PF4198Q9,LENOVO_MT_20W1_BU_Think_FM_ThinkPad T14 Gen 2i,Not Detected
96.96,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T16:08:00,476.94GB,49460,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,MJ0ERJLJ,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
102.53,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-17T15:36:00,476.94GB,58030,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2L42A8,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
103.41,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-17T15:21:00,476.94GB,58530,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2L4DTJ,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
100,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-17T14:53:00,476.94GB,56600,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBL4F,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
80.84,Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz (2C/4T),2024-12-17T14:46:00,238.47GB,45270,Microsoft Basic Display Adapter [2560x1440],LENOVO,20JES2DN0H,Microsoft Windows 11 Pro 10.0.26100,16,R90Q96PW,LENOVO_MT_20JE_BU_Think_FM_ThinkPad X1 Yoga 2nd,Yes Detected
78.89,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-17T14:24:00,238.47GB,42650,Microsoft Basic Display Adapter [2560x1440],LENOVO,20LGS0955T,Microsoft Windows 11 Pro 10.0.26100,16,R90P24ZC,LENOVO_MT_20LG_BU_Think_FM_ThinkPad X1 Yoga 3rd,Yes Detected
100,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-17T14:24:00,476.94GB,56600,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBT1L,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
88.22,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-17T14:18:00,953.86GB,45000,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.22631,16,PF22MJJQ,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
103.06,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-17T13:55:00,476.94GB,58330,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2L4FBS,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
74.09,Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz (2C/4T),2024-12-17T13:21:00,238.47GB,41490,Microsoft Basic Display Adapter [2560x1440],LENOVO,20JES2DN0H,Microsoft Windows 11 Pro 10.0.26100,16,R90Q96Q3,LENOVO_MT_20JE_BU_Think_FM_ThinkPad X1 Yoga 2nd,Yes Detected
84.26,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-17T13:07:00,238.47GB,45550,Microsoft Basic Display Adapter [2560x1440],LENOVO,20LGS0955T,Microsoft Windows 11 Pro 10.0.26100,16,R90VHAEX,LENOVO_MT_20LG_BU_Think_FM_ThinkPad X1 Yoga 3rd,Yes Detected
103.64,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-17T13:03:00,476.94GB,58660,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2L2WLS,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
84.93,Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz (2C/4T),2024-12-17T12:58:00,238.47GB,47560,Microsoft Basic Display Adapter [2560x1440],LENOVO,20JES2DN0H,Microsoft Windows 11 Pro 10.0.26100,16,R90Q96PV,LENOVO_MT_20JE_BU_Think_FM_ThinkPad X1 Yoga 2nd,Yes Detected
92.88,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T12:53:00,476.94GB,47380,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2ZB1JT,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
90.35,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T12:47:00,476.94GB,46090,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2Z9X25,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
101.18,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-17T12:35:00,476.94GB,57270,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBQ74,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
94.35,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T12:30:00,476.94GB,48130,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2ZAT6R,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
94.8,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T12:24:00,476.94GB,48360,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2XWE0R,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
89.41,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T12:20:00,476.94GB,45610,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2XVY48,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
